Brand,Model,Year,Price,KM_Driven,Fuel,Seller_Type,Transmission,Owner
Maruti,Maruti Wagon R LXI Minor,2018,80000,120000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra Bolero SLX,2012,170000,,Diesel,,Manual,
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,2012,350000,,Diesel,,Manual,
Hyundai,Hyundai Santro Xing XG,2009,70000,110000,Petrol,Individual,Manual,Third Owner
Renault,Renault Duster 110PS Diesel RxL,2011,800000,,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet,2011,160000,,Diesel,,Manual,Third Owner
Audi,Audi,2013,,58500,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti Swift Glam,2012,,,Petrol,Dealer,Manual,
Hyundai,Hyundai Elite i20 Diesel Era,2007,650000,25000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Corolla Altis G AT,2005,900000,50000,Petrol,Individual,Automatic,First Owner
Hyundai,Hyundai i10 Sportz 1.2,2016,210000,60000,Petrol,Individual,Manual,Second Owner
Land,Land,2015,4000000,68000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti,2014,625000,,,,Manual,First Owner
Ford,Ford,2013,450000,,Diesel,,Manual,
Chevrolet,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,2017,250000,120000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai,2014,390000,86000,Diesel,Dealer,Manual,Second Owner
Tata,Tata,2015,285000,90000,Petrol,Individual,Manual,First Owner
Tata,Tata Nano Lx,2017,120000,20000,Petrol,Individual,Manual,First Owner
Renault,Renault,2012,270000,,Petrol,,Manual,First Owner
Maruti,Maruti Wagon R VXI BS IV,2005,275000,60000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti,2014,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai EON Magna Plus,2006,300000,31000,Petrol,Individual,Manual,First Owner
Audi,Audi A8 4.2 TDI,2007,2800000,49000,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai,2013,,10510,Petrol,Dealer,Automatic,First Owner
Tata,Tata Indica Vista Quadrajet LX,2019,175000,80000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Wagon R LXI Minor,2007,100000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Renault,Renault KWID 1.0 RXT Optional,2018,350000,10000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai i10 Era,2010,175000,139000,Petrol,Individual,Manual,Second Owner
Honda,Honda Amaze S i-Dtech,,,,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Elantra CRDi S,2005,625000,40000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2013,,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai Grand i10 Asta Option,2017,490000,31080,Petrol,Dealer,Manual,First Owner
Volkswagen,Volkswagen Polo 2015-2019 1.2 MPI Highline,,,,Petrol,Dealer,Manual,First Owner
Maruti,,2014,250000,38000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Santro Xing GLS,2017,250000,50000,Petrol,Individual,Manual,Second Owner
Renault,Renault Duster 110PS Diesel RxZ,2009,320000,90000,Diesel,Individual,Manual,Second Owner
Audi,Audi,2015,1549000,42215,Diesel,Dealer,Automatic,First Owner
Mercedes-Benz,Mercedes-Benz C-Class Progressive C 220d,2016,3800000,10000,Diesel,Dealer,Automatic,First Owner
Toyota,Toyota,2013,1725000,23974,Diesel,Dealer,Automatic,Second Owner
Hyundai,Hyundai,2015,210000,90000,Petrol,Individual,Manual,Third Owner
Maruti,Maruti Swift Dzire VDI Optional,2006,725000,18500,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift VDI,2016,285000,50000,Diesel,Individual,Manual,Second Owner
Ford,Ford Endeavour Hurricane Limited Edition,2017,400000,110000,Diesel,Individual,Automatic,Fourth & Above Owner
BMW,BMW 7 Series Signature 730Ld,2017,4000000,47000,Diesel,Individual,Automatic,First Owner
Mitsubishi,Mitsubishi Pajero Sport 4X4,2017,1025000,167870,Diesel,Dealer,Manual,Second Owner
Maruti,Maruti Baleno Alpha 1.3,,,,Diesel,Dealer,Manual,First Owner
Ford,Ford,2011,700000,,Diesel,,Manual,First Owner
Hyundai,Hyundai,2015,620000,70000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai i10 Magna 1.1L,2005,229999,60000,Petrol,Individual,Manual,Fourth & Above Owner
Toyota,Toyota Innova 2.0 GX 8 STR BSIV,2016,550000,197000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota,,,,,,Automatic,First Owner
Audi,Audi A6 2.0 TDI Premium Plus,2016,1300000,58500,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti Swift VDI BSIV,2009,600000,80362,Diesel,Individual,Manual,First Owner
Mitsubishi,Mitsubishi,2011,525000,,Petrol,,Automatic,First Owner
Hyundai,Hyundai EON D Lite,2016,210000,30000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra XUV500 W11 AT BSIV,2012,,,Diesel,,Automatic,
Maruti,Maruti,2015,150000,50000,Petrol,Individual,Manual,First Owner
Skoda,Skoda,2014,120000,120000,Diesel,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDi,2018,250000,82000,Diesel,Individual,Manual,Second Owner
Chevrolet,Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai,2013,,55340,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra,2015,600000,60000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i10 Sportz 1.1L,2018,375000,10000,Petrol,Individual,Manual,First Owner
Honda,Honda,2015,350000,34823,Petrol,Dealer,Manual,Second Owner
Ford,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2008,530000,14272,Petrol,Dealer,Manual,First Owner
Honda,Honda,,,,,,Manual,Second Owner
Toyota,Toyota Corolla Altis 1.8 VL AT,2017,350000,80000,Petrol,Individual,Automatic,Third Owner
Maruti,Maruti Baleno Zeta,2018,700000,1100,Petrol,Individual,Manual,First Owner
Ford,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2008,840000,49213,Diesel,Dealer,Manual,First Owner
Honda,Honda City i DTEC VX,,,,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai,2012,,,Petrol,,Manual,
Chevrolet,Chevrolet Tavera Neo 2 LT L 9 Str,2018,400000,110000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai EON D Lite Plus,2012,,,Petrol,,Manual,
Hyundai,Hyundai Verna 1.6 CRDI,2012,,,Diesel,,Manual,
Maruti,Maruti Alto 800 LXI,2016,150000,60000,Petrol,Individual,Manual,First Owner
Honda,Honda,2013,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
Honda,Honda City E,2019,380000,123084,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai,2013,,56580,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai Santro Xing XO,2007,80000,58000,Petrol,Dealer,Manual,Second Owner
Maruti,Maruti,2014,710000,8000,Petrol,Individual,Automatic,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi Base,2018,375000,72000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2014,110000,20000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai,2013,600000,,Petrol,,Manual,
BMW,BMW X5 xDrive 30d xLine,2017,4950000,30000,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti,2012,140000,,Petrol,,Manual,
Mahindra,Mahindra,2013,225000,120000,Diesel,,Manual,Second Owner
Maruti,Maruti,2014,925000,11000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet,2014,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Ford,Ford Figo Petrol Titanium,2009,350000,43000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti,2012,300000,,Petrol,,Automatic,First Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,2012,,,Diesel,,Manual,
Skoda,Skoda Rapid 1.5 TDI Elegance,2006,450000,120000,Diesel,Individual,Manual,Second Owner
Chevrolet,Chevrolet,2012,240000,,Diesel,,Manual,First Owner
Ford,Ford,2015,275000,70000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet Tavera LT L1 7 Seats BSIII,2016,140000,200000,Diesel,Individual,Manual,Third Owner
Maruti,Maruti Swift 1.2 DLX,2018,351000,40000,Petrol,Individual,Manual,Second Owner
Mahindra,Mahindra,2015,900000,63654,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna CRDi 1.6 SX,2017,900000,50000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Creta 1.4 EX Diesel,2012,,,Petrol,,Manual,
Maruti,Maruti Ciaz 1.4 Delta,2009,650000,70000,Petrol,Individual,Manual,First Owner
Hyundai,Petrol,2013,,49824,Petrol,Dealer,Manual,First Owner
Skoda,Skoda,2013,350000,,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX VTVT AT,2016,450000,60000,Petrol,Individual,Automatic,Third Owner
Maruti,,2015,140000,30000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI,2012,130000,,Petrol,,Manual,
Audi,,2013,,86000,Diesel,Individual,Automatic,First Owner
Hyundai,Hyundai Santro Xing XG eRLX Euro III,2016,90000,120000,Petrol,Individual,Manual,Second Owner
Toyota,Toyota,2011,1800000,,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio S11 BSIV,2010,1500000,20000,Diesel,Individual,Manual,First Owner
Skoda,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2017,640000,23000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai,2015,325000,35299,Petrol,Dealer,Manual,First Owner
Maruti,Maruti,2013,310000,,Diesel,,Manual,
Renault,Renault Duster 85PS Diesel RxL Optional,2007,600000,120000,Diesel,Individual,Manual,First Owner
Tata,Tata,,,,,,Manual,First Owner
Maruti,Maruti,2014,600000,18000,Petrol,Individual,Automatic,First Owner
Maruti,Maruti,2015,480000,120000,Diesel,Individual,Manual,Fourth & Above Owner
Honda,Honda Brio S Option AT,2012,285000,,Petrol,,Automatic,
BMW,BMW X5 xDrive 30d xLine,2016,4950000,30000,Diesel,Dealer,Automatic,First Owner
Datsun,Datsun GO Plus T Option Petrol,2010,434999,10000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Fortuner 4x2 AT,,,,,,,First Owner
Toyota,Diesel,2013,,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Chevrolet,Chevrolet Tavera Neo 3 LS 7 C BSIII,2008,400000,120000,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo CR4,2009,150000,155500,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,,,,Diesel,Individual,Manual,First Owner
Mercedes-Benz,Mercedes-Benz E-Class E 200 CGI Elegance,2005,850000,119000,Petrol,Dealer,Automatic,First Owner
Hyundai,Hyundai,2015,550000,25000,Petrol,Individual,Manual,First Owner
Maruti,Maruti SX4 Vxi BSIV,2016,225000,110000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Wagon R VXI BS IV,2006,300000,80000,Petrol,Dealer,Manual,First Owner
Audi,Audi A4 3.0 TDI Quattro,2016,1580000,86000,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai,2013,,49824,Petrol,Dealer,Manual,First Owner
Maruti,,2015,225000,110000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai,2014,409999,60000,Diesel,Individual,Manual,Second Owner
Volkswagen,Volkswagen,2015,254999,54206,Petrol,Dealer,Manual,First Owner
Maruti,Diesel,2013,,45974,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai,2013,,55340,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VXI,2016,400000,90000,Petrol,Individual,Manual,First Owner
Skoda,Skoda Yeti Ambition 4X2,2018,650000,85000,Diesel,Individual,Manual,Second Owner
Toyota,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,940000,128000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2015,611000,34400,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Wagon R LXI CNG,2018,250000,71000,CNG,Individual,Manual,Second Owner
Maruti,Maruti,2015,450000,50000,Petrol,Individual,Automatic,First Owner
Tata,Tata Safari Storme VX Varicor 400,2018,1085000,15000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2013,300000,,Diesel,,Manual,
Mahindra,Mahindra Bolero 2011-2019 SLX,2016,400000,107000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,,,,,,Manual,Second Owner
Chevrolet,Chevrolet Beat LT Option,2016,239000,41000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Swift Dzire VDI,2018,200000,107143,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Santro GS,2016,80000,56580,Petrol,Dealer,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi Plus,2018,819999,85000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto LXi BSIII,2018,150000,40000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti,2013,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai,Hyundai i20 Asta 1.4 CRDi,2018,300000,90000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai,2015,1200000,25000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi Base,2018,375000,72000,Diesel,Individual,Manual,First Owner
Renault,Renault,,,,,,,First Owner
Hyundai,Hyundai i10 Sportz 1.2,,,,,,,Second Owner
Maruti,Maruti Swift Dzire VDI,,,,Diesel,Individual,Manual,First Owner
Volkswagen,Volkswagen Vento 1.5 TDI Highline Plus AT,2016,890000,40219,Diesel,Dealer,Automatic,First Owner
Maruti,Maruti,,,,Petrol,Individual,Manual,First Owner
Ford,Ford Ecosport 1.5 DV5 MT Titanium,2018,425000,72000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Beat Diesel LS,2010,220000,100000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai,2015,220000,43700,Petrol,Individual,Manual,First Owner
Maruti,Maruti,2014,229999,11451,Petrol,Individual,Manual,First Owner
Honda,Honda City V MT,2005,930000,14500,Petrol,Dealer,Manual,First Owner
Renault,Renault Duster 85PS Diesel RxE,2012,400000,,Diesel,,Manual,
Hyundai,Hyundai Creta 1.4 EX Diesel,2013,,52600,Diesel,Individual,Manual,First Owner
Honda,Honda Amaze VX i-VTEC,2017,680000,48600,Petrol,Dealer,Manual,First Owner
Maruti,Maruti,2012,400000,,Diesel,,Manual,First Owner
Hyundai,Hyundai Grand i10 Sportz,2012,400000,,Petrol,,Manual,
Mahindra,Mahindra,2015,750000,41988,Diesel,Dealer,Manual,First Owner
Honda,Honda City i DTEC VX,2006,675000,90000,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0 LT,2011,125000,,Petrol,Individual,Manual,First Owner
Maruti,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2017,950000,15000,Diesel,Individual,Automatic,First Owner
Toyota,Toyota Fortuner 4x4 MT,2012,,,Diesel,Dealer,Manual,
Volkswagen,Volkswagen Vento 1.5 TDI Comfortline,2017,390000,45454,Diesel,Dealer,Manual,First Owner
Maruti,Maruti,2014,670000,,,,Manual,First Owner
Toyota,Toyota,2015,250000,80000,Diesel,Individual,Manual,Second Owner
Nissan,Nissan Micra XL,2009,210000,40000,Petrol,Individual,Manual,Second Owner
Tata,Tata Tiago NRG Petrol,2012,,,Petrol,Individual,Manual,
Fiat,Fiat,2015,55000,35000,Diesel,Individual,Manual,Second Owner
Hyundai,Hyundai Verna CRDi,2012,195000,,Diesel,,Manual,
Volkswagen,Volkswagen Vento Celeste 1.5 TDI Highline AT,2009,650000,70000,Diesel,Individual,Automatic,First Owner
Hyundai,Hyundai Verna i (Petrol),2010,120000,90000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti 800 Std,2008,40000,40000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai,Hyundai i20 1.2 Spotz,2016,400000,50000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Getz 1.3 GLS,2008,210000,53772,Petrol,Individual,Manual,First Owner
Maruti,Maruti Zen LXI,2018,90000,90000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Getz GLE,2013,80000,,,,Manual,First Owner
Hyundai,Hyundai EON D Lite Plus,2018,229999,13500,Petrol,Individual,Manual,First Owner
Nissan,Nissan Terrano XL 85 PS,2018,600000,27000,,,,First Owner
Hyundai,Hyundai Creta 1.4 EX Diesel,2007,780000,60000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Fortuner 4x4 MT,2012,,,Petrol,Individual,Manual,
Maruti,Maruti Alto LX,2010,140000,70000,Petrol,Individual,Manual,Second Owner
Renault,Renault,2015,220000,60000,Petrol,Individual,Manual,Third Owner
Mahindra,Mahindra,2015,475000,45087,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Alto K10 LXI CNG,2009,282000,40000,CNG,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2017,210000,20000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire ZDI,2017,750000,50000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai,2013,,19890,Petrol,Dealer,Automatic,First Owner
Chevrolet,Chevrolet,2014,150000,150000,Diesel,Individual,Manual,First Owner
Maruti,Maruti,,,,,,Manual,First Owner
Maruti,Maruti Ciaz 1.3 Delta,2006,750000,60000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Innova Crysta 2.4 VX MT BSIV,2017,1770000,25000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Scorpio 1.99 S6 Plus,2006,570000,60000,Diesel,Individual,Manual,First Owner
Renault,Renault,2015,700000,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Swift Dzire VDi,,,,,,,Third Owner
Renault,Renault,2013,525000,65000,Diesel,,Manual,First Owner
Hyundai,Hyundai,2011,900000,,Diesel,,Manual,First Owner
Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,2011,395000,49000,Petrol,Individual,Manual,Second Owner
Hyundai,Hyundai Grand i10 Magna,2010,390000,90000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai,2012,600000,,Petrol,,Manual,
Mahindra,Mahindra,2015,550000,78413,Diesel,Dealer,Manual,Second Owner
Maruti,Maruti,2011,180000,,Diesel,Individual,Manual,First Owner
Maruti,Maruti,2013,,46507,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Eeco 5 Seater AC BSIV,2018,260000,30000,,,,First Owner
Maruti,Maruti,2011,225000,,Petrol,,Manual,First Owner
Honda,Honda,2015,400000,15000,Petrol,Individual,Manual,First Owner
Maruti,Maruti S-Cross Zeta DDiS 200 SH,2016,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
Maruti,Maruti,2015,220000,90000,Diesel,Individual,Manual,Third Owner
Tata,Tata Indica Vista Quadrajet LX,2012,133000,,Diesel,,Manual,
Toyota,Toyota Corolla Altis 1.8 VL CVT,2004,1650000,25000,Petrol,Dealer,Automatic,First Owner
Tata,Tata Tigor 1.2 Revotron XT,2005,525000,15000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Ritz LXI,2017,300000,15000,Petrol,Individual,Manual,First Owner
Honda,Honda City S,,,,Petrol,Individual,Manual,Second Owner
Renault,Renault KWID 1.0 RXT Optional,2016,300000,10500,Petrol,Individual,Manual,First Owner
BMW,BMW,2011,2000000,,Diesel,,Automatic,First Owner
Audi,Diesel,2013,,86000,Diesel,Dealer,Automatic,First Owner
Ford,Ford,2012,150000,,Diesel,,Manual,Second Owner
Chevrolet,Chevrolet Beat LT Option,,,,,,,First Owner
Tata,Tata,2012,400000,,Diesel,Individual,Manual,First Owner
Tata,Tata Indigo Classic Dicor,2006,100000,39000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Xcent 1.2 Kappa S,,,,,,,First Owner
Maruti,Maruti,2015,470000,8000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai,2013,850000,84000,Diesel,,Manual,First Owner
Maruti,Maruti,2014,270000,25000,Petrol,Individual,Manual,First Owner
Audi,Audi A5 Sportback,2017,4700000,1500,Diesel,Individual,Automatic,First Owner
Maruti,Maruti,,,,,,,First Owner
Hyundai,Hyundai i20 Asta 1.4 CRDi,2017,300000,90000,Diesel,Individual,Manual,First Owner
Skoda,Skoda,2014,385000,52000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai Xcent 1.1 CRDi Base,2018,375000,72000,Diesel,Individual,Manual,First Owner
Maruti,Maruti Alto 800 LXI,2012,310000,,Petrol,,Manual,
Datsun,Datsun,,,,,,,First Owner
Volkswagen,Volkswagen Polo 1.0 MPI Trendline,2017,271000,49000,Petrol,Dealer,Manual,First Owner
Maruti,Maruti,2015,450000,46000,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai i10 Sportz 1.1L,2008,229999,40000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Wagon R VXI Minor ABS,2019,260000,50000,Petrol,Individual,Manual,First Owner
Renault,Renault KWID 1.0 RXT Optional,,,,Petrol,Dealer,Manual,First Owner
Toyota,Toyota,2012,450000,,Petrol,Individual,Manual,
Hyundai,Hyundai Creta 1.4 EX Diesel,2012,200000,,Petrol,,Manual,First Owner
Tata,Tata,2014,360000,206500,Diesel,Individual,Manual,First Owner
Hyundai,Hyundai Verna CRDi 1.6 AT SX Option,,,,Diesel,Individual,Automatic,First Owner
Maruti,Maruti Alto LX,2009,150000,60000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti SX4 Zxi with Leather BSIII,2009,175000,78380,Petrol,Individual,Manual,First Owner
Tata,Tata,2015,170000,60000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Etios Cross 1.2L G,2016,320000,60000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra TUV 300 T4 Plus,2012,760000,,Diesel,,Manual,
Mahindra,Mahindra Supro VX 8 Str,2012,,,Diesel,,Manual,
Maruti,Maruti Swift Dzire VDI,2012,240000,,Diesel,,Manual,
Maruti,Maruti Swift Dzire VDI,2012,,,Diesel,,Manual,
Maruti,Maruti,2012,,,Diesel,,Manual,
Honda,Honda Brio 1.2 E MT,2011,350000,20000,Petrol,Individual,Manual,First Owner
Nissan,Nissan Sunny Diesel XV,2019,300000,170000,Diesel,Individual,Manual,First Owner
Toyota,Toyota Etios Liva GD,2016,450000,70000,Diesel,Individual,Manual,Second Owner
Ford,Ford,2015,650000,15000,Petrol,Individual,Manual,First Owner
Mahindra,Mahindra Bolero SLX,2012,,,Diesel,,Manual,
Tata,Tata,,,,,,,Second Owner
Maruti,Maruti,2011,550000,,Petrol,,Manual,First Owner
Honda,Honda Brio E MT,2009,260000,70000,Petrol,Individual,Manual,Second Owner
Maruti,Maruti Swift Dzire VDI,2016,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Tata,Tata Indica Vista TDI LS,2019,210000,135000,Diesel,Individual,Manual,Second Owner
Chevrolet,,2012,300000,,Diesel,Individual,Manual,
Toyota,Toyota Fortuner 4x2 AT,2016,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
Hyundai,Hyundai,2015,1199000,30093,Diesel,Dealer,Automatic,First Owner
Toyota,Toyota,2013,2750000,41000,Diesel,,Automatic,First Owner
Honda,Honda Amaze VX Diesel BSIV,2017,780000,25000,Diesel,Dealer,Manual,First Owner
Mahindra,Mahindra Verito 1.5 D4 BSIV,,,,,,,First Owner
Mercedes-Benz,,2013,,10000,Diesel,Individual,Automatic,First Owner
Toyota,Toyota,2015,1500000,50000,Diesel,Individual,Manual,First Owner
Renault,Renault Captur 1.5 Diesel RXT,2017,825000,13500,Diesel,Individual,Manual,First Owner
Jeep,Jeep Compass 1.4 Sport Plus BSIV,2005,1400000,10000,Petrol,Individual,Manual,First Owner
Ford,Ford Fiesta Classic 1.4 SXI Duratorq,2010,110000,120000,Diesel,Individual,Manual,Third Owner
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,2018,1000000,101000,Diesel,Individual,Manual,Second Owner
Volkswagen,Volkswagen,2014,250000,100000,Diesel,Dealer,Manual,First Owner
Hyundai,Hyundai EON Era Plus,2017,160000,70000,Petrol,Individual,Manual,Third Owner
Tata,Tata Nano LX SE,2009,72000,25000,Petrol,Individual,Manual,First Owner
Chevrolet,Chevrolet,2011,350000,,Petrol,,Manual,First Owner
Hyundai,Hyundai,2013,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
Maruti,Maruti Alto 800 LXI Airbag,2017,250000,50000,Petrol,Individual,Manual,First Owner
Hyundai,Hyundai Grand i10 1.2 Kappa Magna AT,2016,550000,19890,Petrol,Dealer,Automatic,First Owner
Maruti,Maruti Ertiga VXI,2016,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
Maruti,Maruti Ciaz ZXi,2018,625000,30000,Petrol,Individual,Manual,First Owner
Honda,Honda Amaze S i-Vtech,2008,490000,50000,Petrol,Individual,Manual,First Owner
Toyota,Toyota,2015,425000,36000,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Sail Hatchback LS ABS,2012,,,Diesel,,Manual,
Maruti,Maruti Alto LX,2017,150000,60000,Petrol,Individual,Manual,Second Owner
Maruti,,,,,,Individual,,First Owner
Mahindra,Mahindra,2015,250000,60000,Diesel,Individual,Manual,First Owner
Ford,Ford Figo Petrol Titanium,2012,120000,,Petrol,Individual,Manual,
Hyundai,Hyundai i20 Active S Petrol,2019,535000,55838,Petrol,Dealer,Manual,First Owner
Mahindra,Mahindra Scorpio LX BSIV,2007,555000,90000,Diesel,Individual,Manual,Second Owner
Tata,Tata Tiago NRG Petrol,2012,550000,,Petrol,,Manual,
Maruti,Maruti Baleno Delta 1.2,2007,550000,20000,Petrol,Individual,Manual,First Owner
Toyota,Toyota Etios GD,2006,525000,92000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Ertiga SHVS VDI,2008,800000,70000,Diesel,Individual,Manual,Second Owner
Mahindra,Mahindra,2014,900000,35000,Diesel,Individual,Manual,First Owner
Chevrolet,Chevrolet Spark 1.0 LS,2012,,,Petrol,Individual,Manual,
Tata,Tata Hexa XTA,2016,1200000,50000,Diesel,Individual,Automatic,First Owner
Maruti,Maruti,2014,600000,60000,Diesel,Individual,Manual,First Owner
Maruti,Maruti S-Cross Zeta DDiS 200 SH,,,,Diesel,Individual,Manual,First Owner
Maruti,Maruti,,,,,,,First Owner
Mahindra,Mahindra Verito 1.5 D2 BSIV,2016,227000,70000,Diesel,Individual,Manual,Second Owner
Tata,Tata Indica Vista Quadrajet 90 VX,2016,285000,74300,Diesel,Dealer,Manual,First Owner
Chevrolet,Chevrolet Cruze LTZ AT,,,,Diesel,Dealer,Automatic,First Owner
Hyundai,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2006,465000,70000,Diesel,Dealer,Manual,First Owner
Maruti,Maruti Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2006,2018,28000,Petrol,Dealer,Manual,First Owner
Hyundai,Hyundai,,,,,,Manual,First Owner
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2011,550000,29000,Diesel,Individual,Manual,First Owner
Mahindra,Mahindra Marazzo M8 8Str,2011,1300000,10000,Diesel,Dealer,Manual,First Owner
Honda,Honda City i VTEC SV,2009,620000,36000,Petrol,Individual,Manual,First Owner
Maruti,Maruti Alto LX,2018,180000,36000,,,,First Owner
Mercedes-Benz,Mercedes-Benz,2015,2500000,79500,Diesel,Individual,Automatic,Second Owner
